Class Name, Initialization Kind, Reason for Initialization
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Executable, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Executable_ParameterData, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Field, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Method, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_Parameter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_java_lang_reflect_ReflectAccess, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_misc_Unsafe_Reflection, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_AccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_ConstructorAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_FieldAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_MethodAccessor, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_MethodAccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_jdk_internal_reflect_SerializationConstructorAccessorImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationInvocationHandler, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationParser, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.Target_sun_reflect_annotation_AnnotationTypeMismatchExceptionProxy, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.reflect.target.UnsafeUtil, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.reflect.target.Util_java_lang_reflect_ReflectAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.reflect.target.Util_sun_reflect_annotation_AnnotationInvocationHandler, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.riscv64.RISCV64LibCHelper$CPUFeatures, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.core.riscv64.RISCV64LibCHelperDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.core.sampler.SamplerBuffer, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.sampler.SamplerBufferAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerBufferPool, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerBufferStack, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerBuffersAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerSampleWriter, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerSampleWriterData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.sampler.SamplerSampleWriterDataAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerSpinLock, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.sampler.SamplerStackWalkVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.snippets.ExceptionUnwind, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.snippets.ImplicitExceptions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.snippets.KnownIntrinsics, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.snippets.SnippetRuntime, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.snippets.SnippetRuntime$SubstrateForeignCallDescriptor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.JavaFrameAnchor, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.stack.JavaFrameAnchors, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.JavaStackFrameVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.JavaStackWalk, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.stack.JavaStackWalker, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ParameterizedStackFrameVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ParameterizedStackFrameVisitor[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.stack.StackFrameVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.StackOverflowCheck, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.StackOverflowCheck$OSSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.StackOverflowCheck$Options, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ThreadStackPrinter, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ThreadStackPrinter$StackFramePrintVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ThreadStackPrinter$Stage0StackFramePrintVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.stack.ThreadStackPrinter$Stage0StackFramePrintVisitor[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.stack.ThreadStackPrinter$Stage1StackFramePrintVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Continuation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.JavaLangThreadGroupSubstitutions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.JavaSpinLockUtils, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.JavaThreads, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.JavaVMOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.LoomSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.NativeSpinLockUtils, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.NativeVMOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.NativeVMOperationData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.thread.Parker, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Parker$ParkerFactory, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.PlatformThreads, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.PlatformThreads$CheckReadyForTearDownOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.PlatformThreads$FetchApplicationThreadsOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.PlatformThreads$ThreadStartData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.thread.Safepoint, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Safepoint$Master, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Safepoint$Options, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Safepoint$SafepointException, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Safepoint$Statistics, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Safepoint$Statistics$Options, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Target_java_lang_BaseVirtualThread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadGroup, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadLocal, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_ThreadLocal_ThreadLocalMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_Builder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_Constants, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_FieldHolder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_lang_Thread_ThreadIdentifiers, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.Target_java_util_concurrent_ForkJoinWorkerThread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_java_util_concurrent_ThreadPoolExecutor_Worker, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_event_ThreadSleepEvent, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_misc_PreviewFeatures, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_misc_Unsafe_JavaThreads, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ContinuationScope, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_Continuation__WithoutLoom, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ThreadContainer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_jdk_internal_vm_ThreadContainers, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.Target_sun_nio_ch_Interruptible, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.thread.ThreadCpuTimeSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadData, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadGroupIdAccessor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadListener, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadListenerSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadListener[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.thread.ThreadingSupportImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadingSupportImpl$Options, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadingSupportImpl$RecurringCallbackTimer, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.ThreadingSupportImpl$RecurringCallbackTimer$1, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.UnacquiredThreadData, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperation$SystemEffect, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperation$SystemEffect[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.thread.VMOperationControl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$AllocationFreeQueue, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$JavaAllocationFreeQueue, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$JavaAllocationFreeQueue$Element, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$JavaVMOperationQueue, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$NativeVMOperationQueue, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$OpInProgress, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpHistory, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpHistory$$Lambda$459/0x0000007800c937e0, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpHistory$$Lambda$460/0x0000007800c939f0, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpStatus, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpStatusChange, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationControl$VMOpStatus[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.thread.VMOperationControl$WorkQueues, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationListener, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationListenerSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMOperationListener[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.thread.VMThreads, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMThreads$ActionOnExitSafepointSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMThreads$ActionOnTransitionToJavaSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMThreads$DetachAllExternallyStartedThreadsExceptCurrentOperation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMThreads$SafepointBehavior, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VMThreads$StatusSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.thread.VirtualThreads, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocal, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocalBytes, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocalInt, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocalLong, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocalObject, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.FastThreadLocalWord, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.VMThreadLocalInfo, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.VMThreadLocalInfo[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.threadlocal.VMThreadLocalInfos, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.threadlocal.VMThreadLocalMTSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.ByteArrayReader, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Counter, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Counter$Group, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Counter$Group[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.util.CounterSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.ExitStatus, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.ExitStatus[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.util.LazyFinalReference, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.NonmovableByteArrayReader, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.PointerUtils, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.RingBuffer, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.RingBuffer$Consumer, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Target_com_oracle_svm_core_util_Counter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.util.TimeUtils, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.TypedMemoryReader, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.UnsignedUtils, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Utf8, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.Utf8$WrappedAsciiCString, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.VMError, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.coder.ByteStream, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.util.coder.ByteStreamAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.coder.NativeCoder, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.coder.Pack200Coder, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.json.JsonWriter, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.util.json.JsonWriter$$Lambda$1321/0x000000780122ecd8, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.EnterpriseAddressRangeCommittedMemoryProvider, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.EnterpriseAddressRangeCommittedMemoryProvider$FreeListNode, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.EnterpriseAddressRangeCommittedMemoryProvider$a, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.EnterpriseAddressRangeCommittedMemoryProvider$c, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.LibJITDebug, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.LibJITDebug$a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.core.LibJITDebug$jit_code_entry, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.core.SubstrateDebugInfoInstaller$Handle, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.af, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.al, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.an, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.auximage.AuxiliaryImageHeader, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.auximage.AuxiliaryImageLoader, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.auximage.AuxiliaryImageProvider, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.auximage.d, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.auximage.f, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.c, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.copying.o, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.copying.r, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.copying.s, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.copying.t, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.copying.u, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.hybrid.n, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.i, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.j, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.j$$Lambda$1317/0x000000780122e688, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.jdk.Target_java_util_ArrayList, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.m, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.monitor.a, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.monitor.d, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.monitor.e, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.monitor.i, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.monitor.j, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.posix.c, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.posix.graalos.d$a, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.posix.graalos.d$b, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.core.posix.headers.a, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.sboutlining.c, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper$LengthCoderAndCapacityStruct, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper$Target_java_lang_AbstractStringBuilder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper$a, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_Integer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_Long, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_String, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_StringLatin1, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_StringUTF16, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$a, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.core.stringformat.a, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.enterprise.gc.g1.G1StackWalker$ContinuationStackFrameCollectorData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.G1VMOperations$G1VMOperationData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.G1VMOperations$G1VMOperationWrapperData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$CodeInfos, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$CodeInfosPerThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCConstants, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCInternalState, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCRegionBoundaries, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCRegionInfo, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$HeapOptions, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFrame, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFrames, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFramesPerThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$a, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$b, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.gc.g1.nativelib.b, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.c, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$LineNumberInfo, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$a, BUILD_TIME, classes annotated with CEnum are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$iJIT_Method_Inline_Load, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$iJIT_Method_Load_V2, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.VTuneDynamicCodeObserver$JITMethodHandle, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.graal.RuntimeCPUFeatureRegion, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.Target_org_graalvm_compiler_printer_NoDeadCodeVerifyHandler, BUILD_TIME, substitutions are always initialized
com.oracle.svm.graal.isolated.CodeInstallInfo, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.isolated.ConstantData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.isolated.ForeignIsolateReferenceAdjusterData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.isolated.ImageHeapObjects, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.isolated.IsolateAwareObjectConstantEquality, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.isolated.IsolatedCompileClient, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.isolated.IsolatedCompileContext, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.isolated.IsolatedObjectConstant, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.graal.meta.Target_java_lang_Integer_IntegerCache, BUILD_TIME, substitutions are always initialized
com.oracle.svm.graal.stubs.SVMIntrinsicStubsGen, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.hosted.c.BuiltinDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
